county_name,state_name,confirmed,new,death,new_death,fatality_rate,latitude,longitude,last_update,date
Martin,Florida,3689,0,84,0,2.30%,27.08809728,-80.38317334,2020-08-06 10:00 EDT,8/6/2020
Miami-Dade,Florida,125949,0,1775,0,1.40%,25.61418208,-80.5679083,2020-08-06 10:00 EDT,8/6/2020
Monroe,Florida,1404,0,13,0,0.90%,39.49217,-91.78738,2020-08-06 10:00 EDT,8/6/2020
Nassau,Florida,1155,0,11,0,1.00%,30.61077673,-81.80173997,2020-08-06 10:00 EDT,8/6/2020
Okaloosa,Florida,3160,0,34,0,1.10%,30.70702353,-86.59650821,2020-08-06 10:00 EDT,8/6/2020
Okeechobee,Florida,975,0,6,0,0.60%,27.42741658,-80.90123565,2020-08-06 10:00 EDT,8/6/2020
Orange,Florida,30425,0,250,0,0.80%,30.244011,-85.007347,2020-08-06 10:00 EDT,8/6/2020
Osceola,Florida,9156,0,94,0,1.00%,28.06812578,-81.14519655,2020-08-06 10:00 EDT,8/6/2020
Palm Beach,Florida,35283,0,882,0,2.50%,26.70288,-80.03661,2020-08-06 10:00 EDT,8/6/2020
Pasco,Florida,6708,0,104,0,1.60%,28.32453,-82.33624,2020-08-06 10:00 EDT,8/6/2020
Pinellas,Florida,17202,0,467,0,2.70%,27.9313392,-82.72194025,2020-08-06 10:00 EDT,8/6/2020
Polk,Florida,13419,0,298,0,2.20%,27.94887824,-81.69776009,2020-08-06 10:00 EDT,8/6/2020
Putnam,Florida,1422,0,22,0,1.50%,29.61129946,-81.74554066,2020-08-06 10:00 EDT,8/6/2020
Santa Rosa,Florida,3610,0,32,0,0.90%,30.73147611,-87.01761385,2020-08-06 10:00 EDT,8/6/2020
Sarasota,Florida,5940,0,129,0,2.20%,27.33889,-82.53887,2020-08-06 10:00 EDT,8/6/2020
Seminole,Florida,6826,0,105,0,1.50%,28.71700144,-81.23632262,2020-08-06 10:00 EDT,8/6/2020
St. Johns,Florida,3450,0,31,0,0.90%,30.12051,-81.62536,2020-08-06 10:00 EDT,8/6/2020
St. Lucie,Florida,5396,0,141,0,2.60%,27.48948,-80.33977,2020-08-06 10:00 EDT,8/6/2020
Sumter,Florida,1180,0,40,0,3.40%,28.70474449,-82.0809939,2020-08-06 10:00 EDT,8/6/2020
Suwannee,Florida,1224,0,38,0,3.10%,30.19558189,-82.99149352,2020-08-06 10:00 EDT,8/6/2020
Taylor,Florida,768,0,4,0,0.50%,30.04717437,-83.60333237,2020-08-06 10:00 EDT,8/6/2020
Union,Florida,259,0,4,0,1.50%,30.0438157,-82.37139913,2020-08-06 10:00 EDT,8/6/2020
Volusia,Florida,7372,0,121,0,1.60%,29.16934,-81.52251,2020-08-06 10:00 EDT,8/6/2020
Wakulla,Florida,635,0,4,0,0.60%,30.16891607,-84.40091841,2020-08-06 10:00 EDT,8/6/2020
Walton,Florida,1301,0,14,0,1.10%,30.65939599,-86.16268062,2020-08-06 10:00 EDT,8/6/2020
Washington,Florida,716,0,14,0,2.00%,30.61052578,-85.66522117,2020-08-06 10:00 EDT,8/6/2020
Alachua,Florida,4142,0,26,0,0.60%,29.79309,-82.49428,2020-08-10 00:28 EDT,8/10/2020
Baker,Florida,907,0,4,0,0.40%,30.3310297,-82.28459751,2020-08-10 00:28 EDT,8/10/2020
Bay,Florida,4440,0,51,0,1.10%,30.27874147,-85.61547985,2020-08-10 00:28 EDT,8/10/2020
Bradford,Florida,494,0,4,0,0.80%,29.94996425,-82.16878035,2020-08-10 00:28 EDT,8/10/2020
Brevard,Florida,6064,0,151,0,2.50%,28.29348419,-80.73235631,2020-08-10 00:28 EDT,8/10/2020
Broward,Florida,62268,0,803,0,1.30%,26.15224542,-80.4870534,2020-08-10 00:28 EDT,8/10/2020
Calhoun,Florida,475,0,7,0,1.50%,30.40591622,-85.19725477,2020-08-10 00:28 EDT,8/10/2020
Charlotte,Florida,2238,0,91,0,4.10%,26.90848328,-81.90343918,2020-08-10 00:28 EDT,8/10/2020
Citrus,Florida,1539,0,36,0,2.30%,28.8507789,-82.46594866,2020-08-10 00:28 EDT,8/10/2020
Clay,Florida,3282,0,51,0,1.60%,29.98305516,-81.85778209,2020-08-10 00:28 EDT,8/10/2020
Collier,Florida,10334,0,136,0,1.30%,26.11625563,-81.34013334,2020-08-10 00:28 EDT,8/10/2020
Columbia,Florida,2873,0,15,0,0.50%,30.22449371,-82.62153926,2020-08-10 00:28 EDT,8/10/2020
DeSoto,Florida,1351,0,16,0,1.20%,27.18625815,-81.80950056,2020-08-10 00:28 EDT,8/10/2020
Dixie,Florida,547,0,4,0,0.70%,29.60848621,-83.15877625,2020-08-10 00:28 EDT,8/10/2020
Duval,Florida,23437,0,188,0,0.80%,30.47844,-81.62557,2020-08-10 00:28 EDT,8/10/2020
Escambia,Florida,9508,0,120,0,1.30%,30.70048478,-87.37722154,2020-08-10 00:28 EDT,8/10/2020
Flagler,Florida,1070,0,13,0,1.20%,29.4614205,-81.31356058,2020-08-10 00:28 EDT,8/10/2020
Franklin,Florida,418,0,2,0,0.50%,29.87766253,-84.81641986,2020-08-10 00:28 EDT,8/10/2020
Gadsden,Florida,1884,0,21,0,1.10%,30.57948492,-84.61351742,2020-08-10 00:28 EDT,8/10/2020
Gilchrist,Florida,363,0,3,0,0.80%,29.72589573,-82.80037962,2020-08-10 00:28 EDT,8/10/2020
Glades,Florida,401,0,3,0,0.70%,26.96044686,-81.24215682,2020-08-10 00:28 EDT,8/10/2020
Gulf,Florida,648,0,2,0,0.30%,29.95627817,-85.22647887,2020-08-10 00:28 EDT,8/10/2020
Hamilton,Florida,618,0,4,0,0.60%,30.49645924,-82.94801948,2020-08-10 00:28 EDT,8/10/2020
Hardee,Florida,963,0,7,0,0.70%,27.49268751,-81.80992068,2020-08-10 00:28 EDT,8/10/2020
Hendry,Florida,1762,0,38,0,2.20%,26.54718711,-81.17167885,2020-08-10 00:28 EDT,8/10/2020
Hernando,Florida,2022,0,47,0,2.30%,28.55250381,-82.41938996,2020-08-10 00:28 EDT,8/10/2020
Highlands,Florida,1435,0,37,0,2.60%,27.34332999,-81.34112609,2020-08-10 00:28 EDT,8/10/2020
Hillsborough,Florida,32587,0,388,0,1.20%,27.93023096,-82.30785534,2020-08-10 00:28 EDT,8/10/2020
Holmes,Florida,505,0,2,0,0.40%,30.86792762,-85.81398628,2020-08-10 00:28 EDT,8/10/2020
Indian River,Florida,2523,0,56,0,2.20%,27.6943965,-80.60612987,2020-08-10 00:28 EDT,8/10/2020
Jackson,Florida,1821,0,38,0,2.10%,30.7957297,-85.21834956,2020-08-10 00:28 EDT,8/10/2020
Jefferson,Florida,453,0,5,0,1.10%,30.43766934,-83.89518449,2020-08-10 00:28 EDT,8/10/2020
Lafayette,Florida,146,0,1,0,0.70%,29.98546043,-83.18105572,2020-08-10 00:28 EDT,8/10/2020
Lake,Florida,5161,0,68,0,1.30%,28.76261973,-81.71155351,2020-08-10 00:28 EDT,8/10/2020
Lee,Florida,16529,0,334,0,2.00%,26.57965162,-81.82468531,2020-08-10 00:28 EDT,8/10/2020
Leon,Florida,4965,0,24,0,0.50%,30.45796803,-84.27794359,2020-08-10 00:28 EDT,8/10/2020
Levy,Florida,684,0,4,0,0.60%,29.3197128,-82.74264885,2020-08-10 00:28 EDT,8/10/2020
Liberty,Florida,400,0,6,0,1.50%,30.24133937,-84.88288457,2020-08-10 00:28 EDT,8/10/2020
Madison,Florida,700,0,8,0,1.10%,40.21388,-85.70948,2020-08-10 00:28 EDT,8/10/2020
Manatee,Florida,9288,0,192,0,2.10%,27.49643,-82.53954,2020-08-10 00:28 EDT,8/10/2020
Marion,Florida,6511,0,89,0,1.40%,29.21018701,-82.05662511,2020-08-10 00:28 EDT,8/10/2020
Martin,Florida,3825,0,94,0,2.50%,27.08809728,-80.38317334,2020-08-10 00:28 EDT,8/10/2020
Miami-Dade,Florida,132461,0,1865,0,1.40%,25.61418208,-80.5679083,2020-08-10 00:28 EDT,8/10/2020
Monroe,Florida,1526,0,13,0,0.90%,39.49217,-91.78738,2020-08-10 00:28 EDT,8/10/2020
Nassau,Florida,1233,0,11,0,0.90%,30.61077673,-81.80173997,2020-08-10 00:28 EDT,8/10/2020
Okaloosa,Florida,3502,0,41,0,1.20%,30.70702353,-86.59650821,2020-08-10 00:28 EDT,8/10/2020
Okeechobee,Florida,1039,0,12,0,1.20%,27.42741658,-80.90123565,2020-08-10 00:28 EDT,8/10/2020
Orange,Florida,31719,0,298,0,0.90%,30.244011,-85.007347,2020-08-10 00:28 EDT,8/10/2020
Osceola,Florida,9696,0,104,0,1.10%,28.06812578,-81.14519655,2020-08-10 00:28 EDT,8/10/2020
Palm Beach,Florida,37020,0,931,0,2.50%,26.70288,-80.03661,2020-08-10 00:28 EDT,8/10/2020
Pasco,Florida,7080,0,128,0,1.80%,28.32453,-82.33624,2020-08-10 00:28 EDT,8/10/2020
Pinellas,Florida,17879,0,500,0,2.80%,27.9313392,-82.72194025,2020-08-10 00:28 EDT,8/10/2020
Polk,Florida,14301,0,312,0,2.20%,27.94887824,-81.69776009,2020-08-10 00:28 EDT,8/10/2020
Putnam,Florida,1508,0,26,0,1.70%,29.61129946,-81.74554066,2020-08-10 00:28 EDT,8/10/2020
Santa Rosa,Florida,3939,0,37,0,0.90%,30.73147611,-87.01761385,2020-08-10 00:28 EDT,8/10/2020
Sarasota,Florida,6231,0,139,0,2.20%,27.33889,-82.53887,2020-08-10 00:28 EDT,8/10/2020
Seminole,Florida,7118,0,119,0,1.70%,28.71700144,-81.23632262,2020-08-10 00:28 EDT,8/10/2020
St. Johns,Florida,3635,0,34,0,0.90%,30.12051,-81.62536,2020-08-10 00:28 EDT,8/10/2020
St. Lucie,Florida,5772,0,166,0,2.90%,27.48948,-80.33977,2020-08-10 00:28 EDT,8/10/2020
Sumter,Florida,1303,0,41,0,3.10%,28.70474449,-82.0809939,2020-08-10 00:28 EDT,8/10/2020
Suwannee,Florida,1454,0,43,0,3.00%,30.19558189,-82.99149352,2020-08-10 00:28 EDT,8/10/2020
Taylor,Florida,961,0,4,0,0.40%,30.04717437,-83.60333237,2020-08-10 00:28 EDT,8/10/2020
Union,Florida,310,0,5,0,1.60%,30.0438157,-82.37139913,2020-08-10 00:28 EDT,8/10/2020
Volusia,Florida,7876,0,135,0,1.70%,29.16934,-81.52251,2020-08-10 00:28 EDT,8/10/2020
Wakulla,Florida,692,0,4,0,0.60%,30.16891607,-84.40091841,2020-08-10 00:28 EDT,8/10/2020
Walton,Florida,1408,0,15,0,1.10%,30.65939599,-86.16268062,2020-08-10 00:28 EDT,8/10/2020
Washington,Florida,867,0,14,0,1.60%,30.61052578,-85.66522117,2020-08-10 00:28 EDT,8/10/2020
Alachua,Florida,4171,29,26,0,0.60%,29.79309,-82.49428,2020-08-10 22:55 EDT,8/11/2020
Baker,Florida,932,25,4,0,0.40%,30.3310297,-82.28459751,2020-08-10 22:55 EDT,8/11/2020
Bay,Florida,4447,7,51,0,1.10%,30.27874147,-85.61547985,2020-08-10 22:55 EDT,8/11/2020
Bradford,Florida,508,14,4,0,0.80%,29.94996425,-82.16878035,2020-08-10 22:55 EDT,8/11/2020
Brevard,Florida,6099,35,151,0,2.50%,28.29348419,-80.73235631,2020-08-10 22:55 EDT,8/11/2020
Broward,Florida,62898,630,821,18,1.30%,26.15224542,-80.4870534,2020-08-10 22:55 EDT,8/11/2020
Calhoun,Florida,475,0,7,0,1.50%,30.40591622,-85.19725477,2020-08-10 22:55 EDT,8/11/2020
Charlotte,Florida,2257,19,91,0,4.00%,26.90848328,-81.90343918,2020-08-10 22:55 EDT,8/11/2020
Citrus,Florida,1548,9,36,0,2.30%,28.8507789,-82.46594866,2020-08-10 22:55 EDT,8/11/2020
Clay,Florida,3298,16,51,0,1.50%,29.98305516,-81.85778209,2020-08-10 22:55 EDT,8/11/2020
Collier,Florida,10448,114,136,0,1.30%,26.11625563,-81.34013334,2020-08-10 22:55 EDT,8/11/2020
Columbia,Florida,2893,20,15,0,0.50%,30.22449371,-82.62153926,2020-08-10 22:55 EDT,8/11/2020
DeSoto,Florida,1358,7,16,0,1.20%,27.18625815,-81.80950056,2020-08-10 22:55 EDT,8/11/2020
Dixie,Florida,553,6,4,0,0.70%,29.60848621,-83.15877625,2020-08-10 22:55 EDT,8/11/2020
Duval,Florida,23530,93,189,1,0.80%,30.47844,-81.62557,2020-08-10 22:55 EDT,8/11/2020
Escambia,Florida,9632,124,120,0,1.20%,30.70048478,-87.37722154,2020-08-10 22:55 EDT,8/11/2020
Flagler,Florida,1078,8,13,0,1.20%,29.4614205,-81.31356058,2020-08-10 22:55 EDT,8/11/2020
Franklin,Florida,430,12,2,0,0.50%,29.87766253,-84.81641986,2020-08-10 22:55 EDT,8/11/2020
Gadsden,Florida,1903,19,21,0,1.10%,30.57948492,-84.61351742,2020-08-10 22:55 EDT,8/11/2020
Gilchrist,Florida,366,3,5,2,1.40%,29.72589573,-82.80037962,2020-08-10 22:55 EDT,8/11/2020
Glades,Florida,405,4,3,0,0.70%,26.96044686,-81.24215682,2020-08-10 22:55 EDT,8/11/2020
Gulf,Florida,659,11,2,0,0.30%,29.95627817,-85.22647887,2020-08-10 22:55 EDT,8/11/2020
Hamilton,Florida,618,0,4,0,0.60%,30.49645924,-82.94801948,2020-08-10 22:55 EDT,8/11/2020
Hardee,Florida,976,13,7,0,0.70%,27.49268751,-81.80992068,2020-08-10 22:55 EDT,8/11/2020
Hendry,Florida,1783,21,38,0,2.10%,26.54718711,-81.17167885,2020-08-10 22:55 EDT,8/11/2020
Hernando,Florida,2028,6,48,1,2.40%,28.55250381,-82.41938996,2020-08-10 22:55 EDT,8/11/2020
Highlands,Florida,1449,14,37,0,2.60%,27.34332999,-81.34112609,2020-08-10 22:55 EDT,8/11/2020
Hillsborough,Florida,32731,144,388,0,1.20%,27.93023096,-82.30785534,2020-08-10 22:55 EDT,8/11/2020
Holmes,Florida,507,2,2,0,0.40%,30.86792762,-85.81398628,2020-08-10 22:55 EDT,8/11/2020
Indian River,Florida,2543,20,56,0,2.20%,27.6943965,-80.60612987,2020-08-10 22:55 EDT,8/11/2020
Jackson,Florida,1897,76,38,0,2.00%,30.7957297,-85.21834956,2020-08-10 22:55 EDT,8/11/2020
Jefferson,Florida,455,2,5,0,1.10%,30.43766934,-83.89518449,2020-08-10 22:55 EDT,8/11/2020
Lafayette,Florida,148,2,2,1,1.40%,29.98546043,-83.18105572,2020-08-10 22:55 EDT,8/11/2020
Lake,Florida,5177,16,68,0,1.30%,28.76261973,-81.71155351,2020-08-10 22:55 EDT,8/11/2020
Lee,Florida,16632,103,334,0,2.00%,26.57965162,-81.82468531,2020-08-10 22:55 EDT,8/11/2020
Leon,Florida,5006,41,25,1,0.50%,30.45796803,-84.27794359,2020-08-10 22:55 EDT,8/11/2020
Levy,Florida,687,3,5,1,0.70%,29.3197128,-82.74264885,2020-08-10 22:55 EDT,8/11/2020
Liberty,Florida,400,0,6,0,1.50%,30.24133937,-84.88288457,2020-08-10 22:55 EDT,8/11/2020
Madison,Florida,708,8,8,0,1.10%,40.21388,-85.70948,2020-08-10 22:55 EDT,8/11/2020
Manatee,Florida,9340,52,227,35,2.40%,27.49643,-82.53954,2020-08-10 22:55 EDT,8/11/2020
Marion,Florida,6573,62,89,0,1.40%,29.21018701,-82.05662511,2020-08-10 22:55 EDT,8/11/2020
Martin,Florida,3838,13,94,0,2.40%,27.08809728,-80.38317334,2020-08-10 22:55 EDT,8/11/2020
Miami-Dade,Florida,133623,1162,1874,9,1.40%,25.61418208,-80.5679083,2020-08-10 22:55 EDT,8/11/2020
Monroe,Florida,1531,5,13,0,0.80%,39.49217,-91.78738,2020-08-10 22:55 EDT,8/11/2020
Nassau,Florida,1239,6,11,0,0.90%,30.61077673,-81.80173997,2020-08-10 22:55 EDT,8/11/2020
Okaloosa,Florida,3541,39,41,0,1.20%,30.70702353,-86.59650821,2020-08-10 22:55 EDT,8/11/2020
Okeechobee,Florida,1055,16,12,0,1.10%,27.42741658,-80.90123565,2020-08-10 22:55 EDT,8/11/2020
Orange,Florida,31851,132,298,0,0.90%,30.244011,-85.007347,2020-08-10 22:55 EDT,8/11/2020
Osceola,Florida,9769,73,104,0,1.10%,28.06812578,-81.14519655,2020-08-10 22:55 EDT,8/11/2020
Palm Beach,Florida,37297,277,936,5,2.50%,26.70288,-80.03661,2020-08-10 22:55 EDT,8/11/2020
Pasco,Florida,7114,34,129,1,1.80%,28.32453,-82.33624,2020-08-10 22:55 EDT,8/11/2020
Pinellas,Florida,17941,62,500,0,2.80%,27.9313392,-82.72194025,2020-08-10 22:55 EDT,8/11/2020
Polk,Florida,14475,174,314,2,2.20%,27.94887824,-81.69776009,2020-08-10 22:55 EDT,8/11/2020
Putnam,Florida,1519,11,27,1,1.80%,29.61129946,-81.74554066,2020-08-10 22:55 EDT,8/11/2020
Santa Rosa,Florida,3963,24,38,1,1.00%,30.73147611,-87.01761385,2020-08-10 22:55 EDT,8/11/2020
Sarasota,Florida,6256,25,147,8,2.30%,27.33889,-82.53887,2020-08-10 22:55 EDT,8/11/2020
Seminole,Florida,7152,34,119,0,1.70%,28.71700144,-81.23632262,2020-08-10 22:55 EDT,8/11/2020
St. Johns,Florida,3660,25,36,2,1.00%,30.12051,-81.62536,2020-08-10 22:55 EDT,8/11/2020
St. Lucie,Florida,5824,52,166,0,2.90%,27.48948,-80.33977,2020-08-10 22:55 EDT,8/11/2020
Sumter,Florida,1307,4,41,0,3.10%,28.70474449,-82.0809939,2020-08-10 22:55 EDT,8/11/2020
Suwannee,Florida,1471,17,44,1,3.00%,30.19558189,-82.99149352,2020-08-10 22:55 EDT,8/11/2020
Taylor,Florida,965,4,5,1,0.50%,30.04717437,-83.60333237,2020-08-10 22:55 EDT,8/11/2020
Union,Florida,374,64,5,0,1.30%,30.0438157,-82.37139913,2020-08-10 22:55 EDT,8/11/2020
Volusia,Florida,7960,84,135,0,1.70%,29.16934,-81.52251,2020-08-10 22:55 EDT,8/11/2020
Wakulla,Florida,707,15,4,0,0.60%,30.16891607,-84.40091841,2020-08-10 22:55 EDT,8/11/2020
Walton,Florida,1414,6,15,0,1.10%,30.65939599,-86.16268062,2020-08-10 22:55 EDT,8/11/2020
Washington,Florida,872,5,14,0,1.60%,30.61052578,-85.66522117,2020-08-10 22:55 EDT,8/11/2020
Alachua,Florida,4246,0,26,0,0.60%,29.79309,-82.49428,2020-08-11 22:55 EDT,8/12/2020
Baker,Florida,964,0,4,0,0.40%,30.3310297,-82.28459751,2020-08-12 10:00 EDT,8/12/2020
Bay,Florida,4523,0,52,0,1.10%,30.27874147,-85.61547985,2020-08-12 10:00 EDT,8/12/2020
Bradford,Florida,519,0,4,0,0.80%,29.94996425,-82.16878035,2020-08-12 10:00 EDT,8/12/2020
Brevard,Florida,6190,0,157,0,2.50%,28.29348419,-80.73235631,2020-08-12 10:00 EDT,8/12/2020
Broward,Florida,63605,0,856,0,1.30%,26.15224542,-80.4870534,2020-08-11 22:55 EDT,8/12/2020
Calhoun,Florida,481,0,8,0,1.70%,30.40591622,-85.19725477,2020-08-12 10:00 EDT,8/12/2020
Charlotte,Florida,2281,0,94,0,4.10%,26.90848328,-81.90343918,2020-08-12 10:00 EDT,8/12/2020
Citrus,Florida,1594,0,37,0,2.30%,28.8507789,-82.46594866,2020-08-12 10:00 EDT,8/12/2020
Clay,Florida,3327,0,52,0,1.60%,29.98305516,-81.85778209,2020-08-12 10:00 EDT,8/12/2020
Collier,Florida,10487,0,143,0,1.40%,26.11625563,-81.34013334,2020-08-12 10:00 EDT,8/12/2020
Columbia,Florida,2917,0,16,0,0.50%,30.22449371,-82.62153926,2020-08-12 10:00 EDT,8/12/2020
DeSoto,Florida,1377,0,18,0,1.30%,27.18625815,-81.80950056,2020-08-12 10:00 EDT,8/12/2020
Dixie,Florida,562,0,4,0,0.70%,29.60848621,-83.15877625,2020-08-12 10:00 EDT,8/12/2020
Duval,Florida,23741,0,198,0,0.80%,30.47844,-81.62557,2020-08-12 10:00 EDT,8/12/2020
